NC_018705.3,"Ntaya virus, complete cds",10284,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Ntaya virus group",,,,,,,,,,
NC_005062.1,"Omsk hemorrhagic fever virus, complete genome",10245,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
NC_027999.1,"Paraiso Escondido virus isolate Ecuador2012, complete genome",10326,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_027817.1,"Parramatta River virus isolate 92-B115745, complete genome",10155,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_018713.1,"Pestivirus strain Aydin/04-TR, complete genome",11688,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus",,,,,,,,,,
NC_034007.1,"Phnom Penh bat virus strain 30834_A38, complete genome",10131,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
NC_023176.1,"Porcine pestivirus isolate Bungowannah, complete genome",11757,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus",,,,,,,,,,
NC_024018.2,"Pronghorn antelope pestivirus, complete genome",11694,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pestivirus",,,,,,,,,,
NC_012671.1,"Quang Binh virus, complete genome",10080,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_003675.1,"Rio Bravo virus, genome",10140,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Rio Bravo virus group",,,,,,,,,,
NC_021153.1,"Rodent hepacivirus isolate RHV-339, complete genome",8247,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Hepacivirus; unclassified Hepacivirus",,,,,,,,,,
NC_021154.1,"Rodent pegivirus isolate CC61, complete genome",10455,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Pegivirus; unclassified Pegivirus",,,,,,,,,,
NC_008719.1,"Sepik virus, complete genome",10218,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; mosquito-borne viruses",,,,,,,,,,
NC_027709.1,"Spanish goat encephalitis virus isolate AstGoatIREC2011, complete genome",10245,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_029055.1,"Spondweni virus, complete genome",10290,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
NC_007580.2,"St. Louis encephalitis virus, complete genome",10293,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Japanese encephalitis virus group",,,,,,,,,,
NC_015843.2,"Tembusu virus flavivirus polyprotein (flavivirus polyprotein gene) gene, complete cds",10278,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Ntaya virus group",,,,,,,,,,
NC_001672.1,"Tick-borne encephalitis virus, complete genome",10245,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group",,,,,,,,,,
NC_006551.1,"Usutu virus, complete cds",10305,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Japanese encephalitis virus group",,,,,,,,,,
NC_012735.1,"Wesselsbron virus, complete genome",10218,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Yellow fever virus group",,,,,,,,,,
NC_001563.2,"West Nile virus lineage 2, complete genome",10293,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Japanese encephalitis virus group",,,,,,,,,,
NC_034017.1,"Xishuangbanna aedes flavivirus, complete genome",10245,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae",,,,,,,,,,
NC_002031.1,"Yellow fever virus, complete genome",10236,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Yellow fever virus group",,,,,,,,,,
NC_005039.1,"Yokose virus, complete genome",10278,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Ntaya virus group",,,,,,,,,,
NC_035889.1,"Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome",10272,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus",,,,,,,,,,
,,,,,,,,,,,,,
Mononega-like viruses,,,,,,,,,,,,,
,,,,,,,,,,,,,
Accession,Description,Sequence Length,Taxonomy,,,,,,,,,,
JN935380.1,"Adelaide River virus isolate DPP61, complete genome",6435,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus,,,,,,,,,,
KM204983.1,"Barur virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds",6336,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ledantevirus,,,,,,,,,,
JX297815.1,"Bas-Congo virus isolate BASV-1 N protein gene, partial cds; P protein, M protein, U1 protein, U2 protein, G protein, and U3 protein genes, complete cds; and L protein gene, partial cds",5862,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Tibrovirus,,,,,,,,,,
KX580901.1,"Berant virus ORFX gene, complete cds; and L protein gene, partial cds",6042,Viruses; unclassified viruses,,,,,,,,,,
KP688373.1,"Bivens Arm virus isolate UF 10, complete genome",6360,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Tibrovirus,,,,,,,,,,
MF360789.1,"Blacklegged tick chuvirus-2 isolate RTS126, complete genome",6594,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
KX148551.1,"Bolahun virus variant 1 putative nucleoprotein, putative small transmembrane protein, putative glycoprotein, putative small ZnF protein, and RdRp genes, complete cds",6057,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
NC_031079.1,"Bole Tick Virus 2 strain BL076 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",6516,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_002526.1,"Bovine ephemeral fever virus, complete genome",6435,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus,,,,,,,,,,
KM205015.1,"Carajas virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds",6330,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus,,,,,,,,,,
MF975531.1,"Chimay rhabdovirus isolate Chimay-1, complete genome",6600,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
KX924630.1,"Chuvirus Mos8Chu0 segment L RNA-directed RNA polymerase gene, complete cds",6666,Viruses; unclassified viruses,,,,,,,,,,
NC_025397.1,"Coastal Plains virus strain DPP53, complete genome",6387,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Tibrovirus,,,,,,,,,,
MF176245.1,"Culex mononega-like virus 1 strain mos172gb79286 segment 1, complete sequence",6183,Viruses; unclassified viruses,,,,,,,,,,
MF176247.1,"Culex mononega-like virus 2 strain mos172gb89800, complete genome",6240,Viruses; unclassified viruses,,,,,,,,,,
MF176358.1,"Culex rhabdo-like virus strain mosWSgb44750, complete genome",6360,Viruses; unclassified viruses,,,,,,,,,,
NC_025384.1,"Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY",6372,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_025354.1,"Curionopolis virus isolate BE AR 440009, complete genome",6378,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Curiovirus,,,,,,,,,,
KT160287.1,"Drosophila melanogaster sigmavirus isolate 3h nucleocapsid protein (N) gene, partial cds; and polymerase-associated protein (P), unknown (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",6390,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sigmavirus,,,,,,,,,,
KP324827.1,"Ekpoma virus 1 isolate EKV-1, partial genome",6087,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Tibrovirus,,,,,,,,,,
AH012179.2,"Flanders virus strain 61-7484 nucleocapsid major protein (N) and phosphoprotein genes, complete cds; pseudogene1 pseudogene, complete sequence; 19 kDa protein gene, complete cds; pseudogene2 pseudogene, complete sequence; and M protein, glycoprotein, and large protein genes, complete cds",6195,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Hapavirus,,,,,,,,,,
NC_034454.1,"Fukuoka virus nucleoprotein, phosphoprotein, matrix, hypothetical protein, glycoprotein, and polymerase genes, complete cds",6336,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ledantevirus,,,,,,,,,,
KX148553.1,"Gambie virus putative nucleoprotein, putative small transmembrane protein, putative glycoprotein, putative small ZnF protein, and RdRp genes, complete cds",6045,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
KM204982.1,"Garba virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, and polymerase genes, complete cds",6219,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_025376.1,"Grass carp rhabdovirus V76, complete genome",6288,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sprivivirus,,,,,,,,,,
MG385079.1,"Grenada mosquito rhabdovirus 1, complete genome",6873,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
KM817630.1,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",6582,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_032922.1,"Hubei coleoptera virus 3 strain QCM109726 putative glycoprotein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds",7380,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032982.1,"Hubei dimarhabdovirus virus 3 strain QTM26149 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",6405,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_032971.1,"Hubei rhabdo-like virus 1 strain QTM25107 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",6339,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_025392.1,"Jurona virus, complete genome",6273,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus,,,,,,,,,,
NC_034540.1,"Keuraliba virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds",6381,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ledantevirus,,,,,,,,,,
NC_034443.1,"Le Dantec virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds",6381,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ledantevirus,,,,,,,,,,
NC_011558.1,"Lettuce big-vein associated virus RNA 1, complete genome",6123,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Varicosavirus,,,,,,,,,,
NC_007642.1,"Lettuce necrotic yellows virus, complete genome",6207,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Cytorhabdovirus,,,,,,,,,,
KM817597.1,"Lishi Spider Virus 1 strain LSZZ11 segment 1, complete sequence",6543,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
MF344595.1,"Lobeira virus RNA-dependent RNA polymerase protein (L) gene, complete cds",8412,Viruses; unclassified viruses,,,,,,,,,,
NC_025340.1,"Long Island tick rhabdovirus strain LS1, complete genome",6396,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
JQ941707.1,"Malakal virus isolate SudAr 1169-64, complete genome",6420,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; unclassified Ephemerovirus,,,,,,,,,,
NC_025364.1,"Malpais Spring virus strain 85-488NM, complete genome",6288,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus,,,,,,,,,,
NC_034530.1,"Marco virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds",6405,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Hapavirus,,,,,,,,,,
MF882997.1,"Merida-like virus Turkey isolate P431, complete genome",6411,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
KU194360.1,"Merida virus isolate MERD-Mex07, complete genome",6411,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
KM205014.1,"Mosqueiro virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds",6318,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Hapavirus,,,,,,,,,,
NC_025359.1,"Moussa virus isolate C23, complete genome",6426,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unassigned Rhabdoviridae,,,,,,,,,,
KP141757.1,"Nayun tick rhabdovirus isolate NY-13 large polymerase protein (L) gene, partial cds",2667,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
MF615270.1,"New Kent County virus isolate RTS126, complete genome",6276,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; unclassified Ephemerovirus,,,,,,,,,,
KF360973.1,"North Creek virus RNA dependent RNA polymerase (L) gene, complete cds",6363,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
MF141072.1,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",6534,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; unclassified Mononegavirales,,,,,,,,,,
KY768861.1,"Ohlsdorf virus strain Ohlstedt/2015/Oc.cantans/10 polymerase-associated protein (L) gene, complete cds",6369,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
LC222630.1,"Orchid fleck dichorhavirus viral cRNA, segment RNA 2, complete sequence, isolate: Cym07",5634,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Dichorhavirus,,,,,,,,,,
KY421920.1,"Ord River virus isolate OR1023, complete genome",6357,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Hapavirus,,,,,,,,,,
NC_020803.1,"Perch rhabdovirus isolate PRV nucleocapsid (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and RNA dependant RNA polymerase (L) genes, complete cds",6294,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Perhabdovirus,,,,,,,,,,
KY549567.1,"Potato yellow dwarf nucleorhabdovirus strain CYDV-constricta, complete genome",5835,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Nucleorhabdovirus,,,,,,,,,,
NC_025395.1,"Puerto Almendras virus isolate LO-39, complete genome",6180,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Almendravirus,,,,,,,,,,
MH267792.1,"Rabies lyssavirus isolate CNIM1703, complete genome",6384,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Lyssavirus,,,,,,,,,,
KU248085.1,"Riverside virus 1 strain RISV-Drava 1, complete genome",6369,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_034534.1,"Rochambeau virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds",6414,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Curiovirus,,,,,,,,,,
KY053857.1,"Scaldis River bee virus glycoprotein (G), putative nucleoprotein (N), and RNA-dependent RNA polymerase (L) genes, complete cds",7602,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; unassigned Mononegavirales,,,,,,,,,,
NC_031214.1,"Shayang Fly Virus 1 strain SYY3-1 glycoprotein (G), putative nucleoprotein (N), and polymerase (L) genes, complete cds",7380,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
KM817614.1,"Shuangao Insect Virus 5 strain QSA09 polymerase (L) gene, complete cds",6876,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
U18101.2,"Spring viremia of carp virus, complete genome",6288,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sprivivirus,,,,,,,,,,
NC_034542.1,"Sripur virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds",6312,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sripuvirus,,,,,,,,,,
NC_028243.1,"Suffolk virus isolate FI3, complete genome",6507,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; unassigned Mononegavirales,,,,,,,,,,
NC_034546.1,"Sweetwater Branch virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical protein, and polymerase genes, complete cds",6363,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Tibrovirus,,,,,,,,,,
NC_031268.1,"Tacheng Tick Virus 3 strain TC255 ORF1 (ORF1) and RNA-dependent RNA polymerase (L) genes, complete cds",6549,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_028484.1,"Tongilchon virus 1 strain A12.2676/ROK/2012, complete genome",6369,Viruses; unclassified viruses,,,,,,,,,,
AY840978.1,"Tupaia rhabdovirus, complete genome",6324,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Tupavirus,,,,,,,,,,
MG021441.1,"Vaprio virus nucleoprotein, phosphoprotein, matrix, glycoprotein, transcriptional unit 1, and polymerase genes, complete cds",6384,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
KF880914.1,"Vesicular stomatitis Indiana virus isolate V3_48hr, complete genome",6330,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus,,,,,,,,,,
NC_000855.1,"Viral hemorrhagic septicemia virus Fil3, complete genome",5955,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Novirhabdovirus,,,,,,,,,,
NC_032414.1,"Wenling chuvirus-like virus 2 strain WLJQ104274 RNA-dependent RNA polymerase gene, complete cds",6639,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_031276.1,"Wuhan Ant Virus strain WHMY02 RNA-dependent RNA polymerase (L) gene, complete cds",6357,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
NC_028265.1,"Wuhan Mosquito Virus 8 strain XC2-7, complete genome",6480,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
NC_031303.1,"Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds",6750,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
MG600013.1,"Wuhan redfin culter dimarhabodovirus strain DSYS6218 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and L protein genes, complete cds",6300,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae,,,,,,,,,,
MG764528.1,"Wuhan Tick Virus 1 isolate MU28 nucleocapsid gene, partial cds; and hypothetical protein and RNA-dependent RNA polymerase genes, complete cds",6576,Viruses; ssRNA viruses; ssRNA negative-strand viruses; unclassified ssRNA negative-strand viruses,,,,,,,,,,
NC_031244.1,"Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",6081,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; unassigned Mononegavirales,,,,,,,,,,
NC_033703.1,"Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",6525,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_033705.1,"Xinzhou nematode virus 4 strain XZSJSC65771 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",6555,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_025378.1,"Yug Bogdanovac virus, complete genome",6306,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus,,,,,,,,,,
,,,,,,,,,,,,,
Partiti-Picobirna-like viruses,,,,,,,,,,,,,
,,,,,,,,,,,,,
Accession,Description,Sequence Length,Taxonomy,,,,,,,,,,
KX884072.1,"Beihai partiti-like virus 1 strain BHTSS8738 RdRp gene, complete cds",1703,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884083.1,"Beihai partiti-like virus 2 strain BHZY60797 segment Seg 1 RdRp gene, complete cds",1664,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884240.1,"Beihai partiti-like virus 5 strain YYSZX17448 RdRp gene, complete cds",1356,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884082.1,"Beihai partiti-like virus 6 strain BHZY110439 RdRp gene, complete cds",1379,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884098.1,"Beihai partiti-like virus 7 strain HOU343377 RdRp gene, complete cds",1386,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884099.1,"Beihai partiti-like virus 8 strain HWRTX13334 RdRp gene, complete cds",1291,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884242.1,"Beihai partiti-like virus 10 strain YYSZX26933 RdRp gene, complete cds",1336,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_034514.1,"Bipolaris maydis partitivirus 1 strain JZ04 segment RNA1, complete sequence",1930,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,,,,,,,,,,
NC_034513.1,"Carnation cryptic virus 3 segment RNA1, complete sequence",1573,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,,,,,,,,,,
KX884191.1,"Hubei partiti-like virus 1 strain WHCC258759 RdRp gene, complete cds",1709,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884045.1,"Hubei partiti-like virus 2 strain arthropodmix12819 RdRp gene, complete cds",1796,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884111.1,"Hubei partiti-like virus 4 strain QCM950973 RdRp gene, complete cds",1862,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884139.1,"Hubei partiti-like virus 5 strain QTM47485 RdRp gene, complete cds",1816,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884117.1,"Hubei partiti-like virus 7 strain QTM23269 RdRp gene, complete cds",1739,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884193.1,"Hubei partiti-like virus 9 strain WHCC72771 RdRp gene, complete cds",1764,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884144.1,"Hubei partiti-like virus 12 strain QTM77172 RdRp gene, complete cds",1904,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884163.1,"Hubei partiti-like virus 14 strain spider132884 RdRp gene, complete cds",1719,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884143.1,"Hubei partiti-like virus 17 strain QTM75790 RdRp gene, complete cds",1938,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884104.1,"Hubei partiti-like virus 22 strain mosZJ34436 RdRp gene, complete cds",1729,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884133.1,"Hubei partiti-like virus 26 strain QTM27118 RdRp gene, complete cds",1754,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884158.1,"Hubei partiti-like virus 28 strain spider113121 RdRp gene, complete cds",1405,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884131.1,"Hubei partiti-like virus 29 strain QTM26744 RdRp gene, complete cds",1475,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884136.1,"Hubei partiti-like virus 36 strain QTM3514 RdRp gene, complete cds",1494,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884118.1,"Hubei partiti-like virus 37 strain QTM23479 RdRp gene, complete cds",1462,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884195.1,"Hubei partiti-like virus 40 strain WHCCII13098 RdRp gene, complete cds",1528,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884125.1,"Hubei partiti-like virus 41 strain QTM24887 RdRp gene, complete cds",1455,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884198.1,"Hubei partiti-like virus 43 strain WHLC8707 RdRp gene, complete cds",1453,Viruses; unclassified RNA viruses,,,,,,,,,,
